Área de Avaliação	Código da IES	Nome da IES*	Categoria Administrativa	Modalidade de Ensino	Sigla da UF** 	Nº  de Concluintes Participantes	Nota Padronizada - FG	Nota Padronizada - CE	Conceito Enade (Contínuo)	Conceito Enade (Faixa)	 Proporção de Concluintes participantes com nota no Enem	 Nota Bruta - IDD	 IDD (Contínuo)	 IDD (Faixa)
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	588	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Pública Federal	Educação Presencial	PR	102	2,991624456	2,627173061	2,71828591	3	0,980392157	-2,134836382	0,987212022	2
ENGENHARIA MECÂNICA	588	UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ	Pública Federal	Educação Presencial	PR	145	2,95356794	3,284661441	3,201888066	4	0,972413793	0,715726525	2,591501015	3
ENGENHARIA AMBIENTAL	10	PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ	Comunitária/Confessional	Educação Presencial	PR	1				SC	0			SC
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	19404	FACULDADE INTEGRADA CESUMAR DE CURITIBA	Privada com fins lucrativos	Educação Presencial	PR	0				SC				SC
BIOMEDICINA	19404	FACULDADE INTEGRADA CESUMAR DE CURITIBA	Privada com fins lucrativos	Educação Presencial	PR	37	2,702769784	2,463973976	2,523672928	3	0,756756757	1,780577403	2,679935806	3
ENGENHARIA CIVIL	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	2	2,042606516	2,423174927	2,328032825	3	1	1,0843079	2,500263069	3
ARQUITETURA E URBANISMO	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	26	2,288525142	2,40647685	2,376988923	3	0,653846154	0,896820647	3,045109748	4
ENGENHARIA DE PRODUÇÃO	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	10	1,78348098	3,494964029	3,067093267	4	0,8	1,914824126	3,428405875	4
ENGENHARIA ELÉTRICA	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	0				SC				SC
ENGENHARIA MECÂNICA	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	9	2,838054221	1,472420433	1,81382888	2	0,666666667	0,428723464	2,479816848	3
FISIOTERAPIA	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	18	2,64293743	2,875411865	2,817293256	3	0,666666667	0,765932603	2,722660299	3
ODONTOLOGIA	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	77	2,164819429	2,11783181	2,129578714	3	0,649350649	-2,250186852	1,880954865	2
ENFERMAGEM	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	44	2,350337078	2,719066597	2,626884217	3	0,454545455	3,22410436	3,338309587	4
FARMÁCIA	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	18	3,458312023	3,1785678	3,248503856	4	0,888888889	5,043831948	3,736975495	4
NUTRIÇÃO	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	20	2,578763709	3,157341652	3,012697166	4	0,6	0,218196946	2,687284091	3
MEDICINA VETERINÁRIA	14403	CENTRO UNIVERSITÁRIO DO PARANÁ	Privada com fins lucrativos	Educação Presencial	PR	35	4,037695723	2,915879439	3,19633351	4	0,8	2,808885638	3,256165283	4
ENGENHARIA AMBIENTAL	13749	FACULDADE EDUCACIONAL ARAUCÁRIA	Privada com fins lucrativos	Educação Presencial	PR	2	2,605146081	2,022134171	2,167887149	3	0			SC
ENGENHARIA DE PRODUÇÃO	13749	FACULDADE EDUCACIONAL ARAUCÁRIA	Privada com fins lucrativos	Educação Presencial	PR	10	0,874153205	2,059107914	1,762869236	2	0,9	-0,902384274	1,882937664	2
ENGENHARIA CIVIL	13749	FACULDADE EDUCACIONAL ARAUCÁRIA	Privada com fins lucrativos	Educação Presencial	PR	11	1,528822055	0,971336645	1,110707997	2	0,727272727	-5,982921478	0,602174259	1
ENGENHARIA CIVIL	13749	FACULDADE EDUCACIONAL ARAUCÁRIA	Privada com fins lucrativos	Educação a Distância	PR	18	2,529935951	1,780783849	1,968071874	3	0,277777778	-3,655575075	1,227243848	2
ENGENHARIA DE PRODUÇÃO	13749	FACULDADE EDUCACIONAL ARAUCÁRIA	Privada com fins lucrativos	Educação a Distância	PR	8	1,225247525	2,13676259	1,908883824	2	0,5	-0,871158362	1,900067619	2
ENGENHARIA ELÉTRICA	13749	FACULDADE EDUCACIONAL ARAUCÁRIA	Privada com fins lucrativos	Educação a Distância	PR	10	1,52996633	1,283823529	1,34535923	2	0,1			SC
ENGENHARIA AMBIENTAL	13749	FACULDADE EDUCACIONAL ARAUCÁRIA	Privada com fins lucrativos	Educação a Distância	PR	12	2,349217998	1,852712119	1,976838589	3	0,083333333			SC
TECNOLOGIA EM GESTÃO HOSPITALAR	10349	FACULDADE DE TECNOLOGIA IPPEO	Privada com fins lucrativos	Educação Presencial	PR	3	3,605459057	3,629227053	3,623285054	4	0,333333333			SC
TECNOLOGIA EM RADIOLOGIA	5591	FACULDADES INTEGRADAS CAMÕES	Privada com fins lucrativos	Educação Presencial	PR	17	0,954748052	1,708460277	1,52003222	2	0,588235294	-3,847266683	1,282481326	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação a Distância	PR	22	2,468226342	2,489673863	2,484311983	3	0,136363636			SC
BIOMEDICINA	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação Presencial	PR	31	1,651244205	0,681443036	0,923893328	1	0,580645161	-4,758320776	1,226328107	2
NUTRIÇÃO	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação Presencial	PR	46	2,538103082	2,474351326	2,490289265	3	0,391304348	0,004518596	2,594563686	3
ARQUITETURA E URBANISMO	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação Presencial	PR	12	2,698955472	2,397749802	2,473051219	3	0,333333333	-0,145106498	2,591533366	3
ENGENHARIA DE PRODUÇÃO	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação Presencial	PR	15	2,001042209	2,870100719	2,652836092	3	1	2,592373733	3,800097006	4
ENGENHARIA CIVIL	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação Presencial	PR	16	2,55952381	2,450945855	2,478090344	3	0,8125	-0,01702789	2,204470613	3
ENGENHARIA MECÂNICA	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação Presencial	PR	15	1,881729336	1,68173066	1,731730329	2	0,8	-1,874967764	1,583360082	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	5403	CENTRO UNIVERSITÁRIO OPET	Privada com fins lucrativos	Educação Presencial	PR	25	1,973820125	2,75954304	2,563112311	3	0,4	-2,516400337	1,723398684	2
ODONTOLOGIA	4534	FACULDADE HERRERO	Privada com fins lucrativos	Educação Presencial	PR	38	3,079767165	2,894470116	2,940794378	3	0,605263158	5,561028243	3,960413455	5
ENFERMAGEM	4534	FACULDADE HERRERO	Privada com fins lucrativos	Educação Presencial	PR	22	2,436163731	2,668523928	2,610433879	3	0,409090909	1,279463107	2,852395267	3
ENFERMAGEM	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	5	2,660382342	3,302121019	3,14168635	4	0,6	0,30969382	2,610075619	3
ENGENHARIA QUÍMICA	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	11	2,352155326	1,172466383	1,467388619	2	0,636363636	0,032399031	2,287613399	3
AGRONOMIA	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	0				SC				SC
ENGENHARIA CIVIL	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	15	2,030075188	1,532094112	1,656589381	2	0,866666667	-3,078085491	1,382343741	2
ENGENHARIA DE PRODUÇÃO	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	9	2,565282844	1,713573141	1,926500567	2	0,777777778	-1,172115626	1,734968053	2
ARQUITETURA E URBANISMO	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	20	1,984247996	2,742892546	2,553231408	3	0,45	2,288653931	3,651008833	4
ENGENHARIA DE COMPUTAÇÃO I	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	9	2,230334021	1,408617258	1,614046449	2	0,888888889	0,653893407	2,560952119	3
ENGENHARIA MECÂNICA	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	39	2,401855226	1,466495901	1,700335732	2	0,666666667	0,039546283	2,328372716	3
ENGENHARIA ELÉTRICA	4093	Centro Universitário de Tecnologia de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	15	1,540740741	0,854901961	1,026361656	2	0,666666667	-0,400118762	2,383437905	3
MEDICINA VETERINÁRIA	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	36	2,447862119	2,363403504	2,384518158	3	0,555555556	-1,008104958	2,011506509	3
ARQUITETURA E URBANISMO	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	14	2,344702217	2,832375099	2,710456879	3	0,857142857	-1,764232776	1,886688079	2
BIOMEDICINA	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	9	2,767470561	0,761613409	1,263077697	2	0,555555556	-4,694754532	1,240458987	2
FISIOTERAPIA	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	4	2,436867741	2,442793949	2,441312397	3	0,5	-0,808251213	2,283092337	3
ENGENHARIA DE PRODUÇÃO	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	5	1,375716519	3,329381295	2,840965101	3	0,8	0,667586815	2,744194647	3
ENGENHARIA QUÍMICA	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	11	1,845831849	1,496259839	1,583652842	2	0,636363636	-0,175997242	2,16662333	3
ENGENHARIA CIVIL	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	8	3,402255639	1,68950576	2,11769323	3	0,5	-2,337262543	1,581311069	2
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	3	1,385948865	1,374867781	1,377638052	2	0,666666667	-1,583453824	1,302630782	2
ENGENHARIA MECÂNICA	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	9	1,965656231	1,630988787	1,714655648	2	0,555555556	-2,814277191	1,21783788	2
ENGENHARIA ELÉTRICA	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	3	2,693602694	0,990196078	1,416047732	2	0,333333333			SC
NUTRIÇÃO	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	5	2,629012961	2,441524739	2,488396794	3	0,4	0,121519936	2,645333507	3
ODONTOLOGIA	4045	Centro Universitário UniCuritiba	Privada com fins lucrativos	Educação Presencial	PR	16	1,410335806	1,566092544	1,52715336	2	0,625	-3,825261667	1,461647137	2
MEDICINA VETERINÁRIA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	59	2,755931704	2,450468406	2,52683423	3	0,779661017	-0,767260557	2,090041965	3
ODONTOLOGIA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	32	2,673408551	2,479436322	2,527929379	3	0,8125	0,827331588	2,700234846	3
BIOMEDICINA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação a Distância	PR	19	2,432234719	0,754787233	1,174149105	2	0,052631579			SC
FONOAUDIOLOGIA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação a Distância	PR	22	2,319437774	1,024846436	1,348494271	2	0,090909091			SC
ENGENHARIA DE PRODUÇÃO	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	4	0,355653986	2,080863309	1,649560979	2	0,5	-0,635801062	2,029180263	3
NUTRIÇÃO	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	27	3,279254828	3,206876071	3,22497076	4	0,740740741	3,337323004	4,040751249	5
ENFERMAGEM	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	81	2,642161592	2,831177634	2,783923624	3	0,62962963	2,801521867	3,23271742	4
FISIOTERAPIA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	27	2,682652679	3,07377472	2,975994209	4	0,740740741	2,713631916	3,266527038	4
FARMÁCIA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	23	3,913747143	3,445217749	3,562350097	4	0,869565217	5,516405313	3,865134966	4
NUTRIÇÃO	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação a Distância	PR	16	2,448778664	2,998328529	2,860941063	3	0,125			SC
ENGENHARIA CIVIL	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	24	2,322994987	1,798867244	1,92989918	2	0,875	0,09163333	2,233654418	3
ENGENHARIA MECÂNICA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	23	1,502329836	1,437161134	1,453453309	2	0,869565217	-1,979898312	1,542527483	2
BIOMEDICINA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	27	1,991728947	2,364719348	2,271471747	3	0,851851852	-2,143175031	1,807679259	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação a Distância	PR	4	2,044746215	2,32326567	2,253635806	3	0,5	-1,21281252	2,130971311	3
ENGENHARIA ELÉTRICA	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	4	1,138047138	1,886029412	1,699033843	2	0,75	-0,259744476	2,452253308	3
ARQUITETURA E URBANISMO	3602	CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL	Privada com fins lucrativos	Educação Presencial	PR	41	2,073902207	2,521406743	2,409530609	3	0,756097561	-0,741427865	2,331940084	3
ENFERMAGEM	2787	FACULDADES PEQUENO PRÍNCIPE	Privada sem fins lucrativos	Educação Presencial	PR	11	3,448074031	3,418199875	3,425668414	4	0,909090909	2,778853081	3,227053091	4
BIOMEDICINA	2787	FACULDADES PEQUENO PRÍNCIPE	Privada sem fins lucrativos	Educação Presencial	PR	17	3,3406881	3,39391281	3,380606632	4	1	1,837144978	2,69251087	3
MEDICINA	2787	FACULDADES PEQUENO PRÍNCIPE	Privada sem fins lucrativos	Educação Presencial	PR	100	3,568010504	3,543390259	3,54954532	4	0,97	2,540721299	3,141874586	4
FARMÁCIA	2787	FACULDADES PEQUENO PRÍNCIPE	Privada sem fins lucrativos	Educação Presencial	PR	28	3,558554704	3,170503748	3,267516487	4	0,892857143	-0,059312557	2,353028898	3
ENFERMAGEM	2420	FACULDADE PARANAENSE	Privada com fins lucrativos	Educação Presencial	PR	57	1,342420667	2,084803411	1,899207725	2	0,456140351	-3,408086489	1,681100833	2
BIOMEDICINA	2420	FACULDADE PARANAENSE	Privada com fins lucrativos	Educação Presencial	PR	2	0,306837925	0,705528071	0,605855534	1	0			SC
FISIOTERAPIA	2420	FACULDADE PARANAENSE	Privada com fins lucrativos	Educação Presencial	PR	4	1,061071562	1,56545246	1,439357236	2	0,75	-0,23282448	2,443771893	3
ENGENHARIA CIVIL	2420	FACULDADE PARANAENSE	Privada com fins lucrativos	Educação Presencial	PR	0				SC				SC
NUTRIÇÃO	2420	FACULDADE PARANAENSE	Privada com fins lucrativos	Educação Presencial	PR	5	1,007078764	2,801839881	2,353149601	3	0,8	0,331113873	2,736281582	3
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	2420	FACULDADE PARANAENSE	Privada com fins lucrativos	Educação Presencial	PR	5	1,524487979	1,586002518	1,570623883	2	1	-3,405002465	1,44557321	2
FARMÁCIA	2420	FACULDADE PARANAENSE	Privada com fins lucrativos	Educação Presencial	PR	125	2,134955966	1,877365249	1,941762928	2	0,488	0,380053556	2,472182732	3
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação Presencial	PR	4	1,61398041	2,510115008	2,286081358	3	0,25			SC
BIOMEDICINA	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação a Distância	PR	1				SC	1			SC
BIOMEDICINA	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação Presencial	PR	8	2,172879437	1,370665137	1,571218712	2	0,875	-3,270295502	1,557118546	2
FISIOTERAPIA	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação Presencial	PR	3	1,901835894	2,265031948	2,174232934	3	0,666666667	-2,778070848	1,733048821	2
FISIOTERAPIA	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação a Distância	PR	2	1,081303859	2,402654142	2,072316572	3	0,5			SC
ENGENHARIA CIVIL	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação a Distância	PR	3	3,116123642	0,130889335	0,877197912	1	0			SC
ENGENHARIA AMBIENTAL	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação Presencial	PR	12	0,979681695	1,401830851	1,296293562	2	0,75	-3,694775684	0,382119896	1
FARMÁCIA	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação a Distância	PR	11	0,101653396	0,16374213	0,148219946	1	0,636363636	-8,644574825	0,024749835	1
ENGENHARIA DE PRODUÇÃO	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação Presencial	PR	0				SC				SC
ENGENHARIA CIVIL	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação Presencial	PR	1				SC	0			SC
ARQUITETURA E URBANISMO	1900	Centro Universitário de Ensino, Ciência e Tecnologia do Paraná	Privada sem fins lucrativos	Educação Presencial	PR	10	1,928807669	0,606463125	0,937049261	1	0,6	-2,561545941	1,539598149	2
FARMÁCIA	1872	CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA	Privada sem fins lucrativos	Educação Presencial	PR	51	2,157513908	1,728684709	1,835892009	2	0,588235294	-1,01220277	2,094609963	3
TECNOLOGIA EM GESTÃO AMBIENTAL	1872	CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA	Privada sem fins lucrativos	Educação a Distância	PR	1				SC	0			SC
ENFERMAGEM	1872	CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA	Privada sem fins lucrativos	Educação Presencial	PR	49	1,632006188	2,343167529	2,165377194	3	0,653061224	1,174015277	2,826046648	3
ENGENHARIA ELÉTRICA	1817	Faculdade Estácio de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	21	2,33637967	2,299719888	2,308884833	3	0,476190476	0,076587493	2,617132648	3
ENGENHARIA CIVIL	1817	Faculdade Estácio de Curitiba	Privada com fins lucrativos	Educação Presencial	PR	15	2,472013367	2,488964041	2,484726372	3	0,2	1,474715245	2,605117146	3
TECNOLOGIA EM GESTÃO AMBIENTAL	1759	Gran Centro Universitário	Privada com fins lucrativos	Educação Presencial	PR	1				SC	1			SC
ENGENHARIA DE PRODUÇÃO	1759	Gran Centro Universitário	Privada com fins lucrativos	Educação Presencial	PR	1				SC	0			SC
ENGENHARIA AMBIENTAL	1759	Gran Centro Universitário	Privada com fins lucrativos	Educação Presencial	PR	2	3,304132459	3,426697636	3,396056342	4	0,5			SC
ENGENHARIA DE COMPUTAÇÃO I	1759	Gran Centro Universitário	Privada com fins lucrativos	Educação Presencial	PR	1				SC	0			SC
NUTRIÇÃO	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	46	2,42977589	2,906657744	2,78743728	3	0,173913043			SC
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	44	2,284870072	2,160600221	2,191667684	3	0,159090909			SC
FARMÁCIA	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	1				SC	0			SC
BIOMEDICINA	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	56	1,94846847	1,211986193	1,396106762	2	0,25	-3,896864521	1,417831234	2
TECNOLOGIA EM GESTÃO AMBIENTAL	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	220	2,390638559	2,567412707	2,52321917	3	0,209090909	-0,661436371	1,584209742	2
ENGENHARIA DE COMPUTAÇÃO I	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação Presencial	PR	0				SC				SC
TECNOLOGIA EM GESTÃO HOSPITALAR	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	81	2,298226266	2,01176418	2,083379701	3	0,358024691	-0,12447651	0,681170323	1
ENGENHARIA DE PRODUÇÃO	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	537	2,087611584	1,697870664	1,795305894	2	0,318435754	-2,185629288	1,17897328	2
ENGENHARIA DE COMPUTAÇÃO I	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	169	2,005381821	1,737317873	1,80433386	2	0,378698225	-0,904177135	1,936862345	2
ENGENHARIA ELÉTRICA	1491	CENTRO UNIVERSITÁRIO INTERNACIONAL	Privada com fins lucrativos	Educação a Distância	PR	519	2,275445528	1,66099966	1,814611127	2	0,369942197	-1,472101854	1,857921805	2
ENFERMAGEM	1487	CENTRO UNIVERSITÁRIO UNIDOM - BOSCO	Privada com fins lucrativos	Educação Presencial	PR	88	2,014628238	2,372401929	2,282958507	3	0,511363636	0,429737365	2,64007132	3
ENGENHARIA DE PRODUÇÃO	1487	CENTRO UNIVERSITÁRIO UNIDOM - BOSCO	Privada com fins lucrativos	Educação a Distância	PR	51	1,598514341	1,895184088	1,821016651	2	0,31372549	-1,497976827	1,55620665	2
ODONTOLOGIA	1487	CENTRO UNIVERSITÁRIO UNIDOM - BOSCO	Privada com fins lucrativos	Educação Presencial	PR	10	1,203144543	1,429922842	1,373228267	2	0,4	-1,959579335	1,958318795	3
TECNOLOGIA EM GESTÃO AMBIENTAL	1487	CENTRO UNIVERSITÁRIO UNIDOM - BOSCO	Privada com fins lucrativos	Educação a Distância	PR	14	1,781703698	1,265079293	1,394235394	2	0,071428571			SC
TECNOLOGIA EM GESTÃO HOSPITALAR	1487	CENTRO UNIVERSITÁRIO UNIDOM - BOSCO	Privada com fins lucrativos	Educação a Distância	PR	5	2,553349876	1,489130435	1,755185295	2	0,4	-0,141671314	0,527839705	1
FISIOTERAPIA	1487	CENTRO UNIVERSITÁRIO UNIDOM - BOSCO	Privada com fins lucrativos	Educação Presencial	PR	75	2,431292619	2,73386489	2,658221822	3	0,68	0,93399788	2,769590086	3
ARQUITETURA E URBANISMO	1419	CENTRO UNIVERSITÁRIO CURITIBA	Privada com fins lucrativos	Educação Presencial	PR	16	2,473057627	2,526033406	2,512789461	3	0,875	-1,107816383	2,172442197	3
ENGENHARIA CIVIL	1419	CENTRO UNIVERSITÁRIO CURITIBA	Privada com fins lucrativos	Educação Presencial	PR	4	4,060150376	2,895926539	3,186982498	4	0,75	1,233535678	2,540342082	3
TECNOLOGIA EM GESTÃO AMBIENTAL	1232	CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE	Privada sem fins lucrativos	Educação a Distância	PR	0				SC				SC
